activity,person,meta_file,terminal_positoin
1_stay,person02030,HASC0200372.meta,hand
1_stay,person02030,HASC0200373.meta,pants-pocket
1_stay,person02030,HASC0200374.meta,pants-pocket
1_stay,person02030,HASC0200375.meta,pants-pocket
1_stay,person02030,HASC0200376.meta,pants-pocket
1_stay,person02030,HASC0200377.meta,pants-pocket
1_stay,person02031,HASC0200383.meta,hand
1_stay,person02031,HASC0200384.meta,hand
1_stay,person02031,HASC0200385.meta,hand
1_stay,person02031,HASC0200386.meta,hand
1_stay,person02031,HASC0200387.meta,hand
1_stay,person02031,HASC0200388.meta,pants-pocket
1_stay,person02031,HASC0200389.meta,pants-pocket
1_stay,person02031,HASC0200390.meta,pants-pocket
1_stay,person02031,HASC0200391.meta,pants-pocket
1_stay,person02031,HASC0200392.meta,pants-pocket
1_stay,person02032,HASC0200398.meta,hand
1_stay,person02032,HASC0200399.meta,hand
1_stay,person02032,HASC0200400.meta,hand
1_stay,person02032,HASC0200401.meta,hand
1_stay,person02032,HASC0200402.meta,hand
1_stay,person02032,HASC0200403.meta,pants-pocket
1_stay,person02032,HASC0200404.meta,pants-pocket
1_stay,person02032,HASC0200405.meta,pants-pocket
1_stay,person02032,HASC0200406.meta,pants-pocket
1_stay,person02032,HASC0200407.meta,pants-pocket
1_stay,person02033,HASC0200413.meta,hand
1_stay,person02033,HASC0200414.meta,hand
1_stay,person02033,HASC0200415.meta,hand
1_stay,person02033,HASC0200416.meta,hand
1_stay,person02033,HASC0200417.meta,hand
1_stay,person02033,HASC0200418.meta,pants-pocket
1_stay,person02033,HASC0200419.meta,pants-pocket
1_stay,person02033,HASC0200420.meta,pants-pocket
1_stay,person02033,HASC0200421.meta,pants-pocket
1_stay,person02033,HASC0200422.meta,pants-pocket
1_stay,person02034,HASC0200428.meta,hand
1_stay,person02034,HASC0200429.meta,hand
1_stay,person02034,HASC0200430.meta,hand
1_stay,person02034,HASC0200431.meta,hand
1_stay,person02034,HASC0200432.meta,hand
1_stay,person02034,HASC0200433.meta,pants-pocket
1_stay,person02034,HASC0200434.meta,pants-pocket
1_stay,person02034,HASC0200435.meta,pants-pocket
1_stay,person02034,HASC0200436.meta,pants-pocket
1_stay,person02034,HASC0200437.meta,pants-pocket
1_stay,person02035,HASC0200443.meta,hand
1_stay,person02035,HASC0200444.meta,hand
1_stay,person02035,HASC0200445.meta,hand
1_stay,person02035,HASC0200446.meta,hand
1_stay,person02035,HASC0200447.meta,hand
1_stay,person02035,HASC0200448.meta,pants-pocket
1_stay,person02035,HASC0200449.meta,pants-pocket
1_stay,person02035,HASC0200450.meta,pants-pocket
1_stay,person02035,HASC0200451.meta,pants-pocket
1_stay,person02035,HASC0200452.meta,pants-pocket
1_stay,person02036,HASC0200458.meta,hand
1_stay,person02036,HASC0200459.meta,hand
1_stay,person02036,HASC0200460.meta,hand
1_stay,person02036,HASC0200461.meta,hand
1_stay,person02036,HASC0200462.meta,hand
1_stay,person02036,HASC0200463.meta,pants-pocket
1_stay,person02036,HASC0200464.meta,pants-pocket
1_stay,person02036,HASC0200465.meta,pants-pocket
1_stay,person02036,HASC0200466.meta,pants-pocket
1_stay,person02036,HASC0200467.meta,pants-pocket
1_stay,person02066,HASC0200662.meta,pants-pocket
1_stay,person02066,HASC0200663.meta,pants-pocket
1_stay,person02066,HASC0200664.meta,pants-pocket
1_stay,person02066,HASC0200665.meta,pants-pocket
1_stay,person02066,HASC0200666.meta,pants-pocket
1_stay,person02067,HASC0200667.meta,waist
1_stay,person02067,HASC0200668.meta,waist
1_stay,person02067,HASC0200669.meta,waist
1_stay,person02067,HASC0200670.meta,waist
1_stay,person02067,HASC0200671.meta,waist
1_stay,person02068,HASC0200672.meta,pants-pocket
1_stay,person02068,HASC0200673.meta,pants-pocket
1_stay,person02068,HASC0200674.meta,pants-pocket
1_stay,person02068,HASC0200675.meta,pants-pocket
1_stay,person02068,HASC0200676.meta,pants-pocket
1_stay,person02069,HASC0200677.meta,waist
1_stay,person02069,HASC0200678.meta,waist
1_stay,person02069,HASC0200679.meta,waist
1_stay,person02069,HASC0200680.meta,waist
1_stay,person02069,HASC0200681.meta,waist
1_stay,person02070,HASC0200682.meta,pants-pocket
1_stay,person02070,HASC0200683.meta,pants-pocket
1_stay,person02070,HASC0200684.meta,pants-pocket
1_stay,person02070,HASC0200685.meta,pants-pocket
1_stay,person02070,HASC0200686.meta,pants-pocket
1_stay,person02087,HASC0200767.meta,hand
1_stay,person02087,HASC0200768.meta,hand
1_stay,person02087,HASC0200769.meta,hand
1_stay,person02087,HASC0200770.meta,hand
1_stay,person02087,HASC0200771.meta,hand
1_stay,person02088,HASC0200772.meta,hand
1_stay,person02088,HASC0200773.meta,hand
1_stay,person02088,HASC0200774.meta,hand
1_stay,person02088,HASC0200775.meta,hand
1_stay,person02088,HASC0200776.meta,hand
1_stay,person02089,HASC0200777.meta,hand
1_stay,person02089,HASC0200778.meta,hand
1_stay,person02089,HASC0200779.meta,hand
1_stay,person02089,HASC0200780.meta,hand
1_stay,person02089,HASC0200781.meta,hand
1_stay,person02090,HASC0200784.meta,hand
1_stay,person02090,HASC0200785.meta,hand
1_stay,person02090,HASC0200786.meta,hand
1_stay,person02090,HASC0200787.meta,hand
1_stay,person02090,HASC0200788.meta,hand
1_stay,person02091,HASC0200799.meta,hand
1_stay,person02091,HASC0200800.meta,hand
1_stay,person02091,HASC0200801.meta,hand
1_stay,person02091,HASC0200802.meta,hand
1_stay,person02091,HASC0200803.meta,hand
1_stay,person03001,HASC0300101.meta,waist
1_stay,person03001,HASC0300102.meta,waist
1_stay,person03001,HASC0300103.meta,waist
1_stay,person03001,HASC0300104.meta,waist
1_stay,person03001,HASC0300105.meta,waist
1_stay,person03002,HASC0300106.meta,waist
1_stay,person03002,HASC0300107.meta,waist
1_stay,person03002,HASC0300108.meta,waist
1_stay,person03002,HASC0300109.meta,waist
1_stay,person03002,HASC0300110.meta,waist
1_stay,person03003,HASC0300111.meta,waist
1_stay,person03003,HASC0300112.meta,waist
1_stay,person03003,HASC0300113.meta,waist
1_stay,person03003,HASC0300114.meta,waist
1_stay,person03003,HASC0300115.meta,waist
1_stay,person03004,HASC0300116.meta,waist
1_stay,person03004,HASC0300117.meta,waist
1_stay,person03004,HASC0300118.meta,waist
1_stay,person03004,HASC0300119.meta,waist
1_stay,person03004,HASC0300120.meta,waist
1_stay,person03005,HASC0300121.meta,waist
1_stay,person03005,HASC0300122.meta,chest
1_stay,person03005,HASC0300123.meta,waist
1_stay,person03005,HASC0300124.meta,pants-pocket
1_stay,person03005,HASC0300125.meta,pants-pocket
1_stay,person03006,HASC0300126.meta,waist
1_stay,person03006,HASC0300127.meta,pants-pocket
1_stay,person03006,HASC0300128.meta,waist
1_stay,person03006,HASC0300129.meta,chest
1_stay,person03006,HASC0300130.meta,pants-pocket
1_stay,person03007,HASC0300131.meta,waist
1_stay,person03007,HASC0300132.meta,pants-pocket
1_stay,person03007,HASC0300133.meta,waist
1_stay,person03007,HASC0300134.meta,chest
1_stay,person03007,HASC0300135.meta,pants-pocket
1_stay,person03008,HASC0300136.meta,waist
1_stay,person03008,HASC0300137.meta,pants-pocket
1_stay,person03008,HASC0300138.meta,waist
1_stay,person03008,HASC0300139.meta,pants-pocket
1_stay,person03008,HASC0300140.meta,pants-pocket
1_stay,person03009,HASC0300141.meta,waist
1_stay,person03009,HASC0300142.meta,pants-pocket
1_stay,person03009,HASC0300143.meta,waist
1_stay,person03009,HASC0300144.meta,chest
1_stay,person03009,HASC0300145.meta,pants-pocket
1_stay,person03010,HASC0300146.meta,waist
1_stay,person03010,HASC0300147.meta,pants-pocket
1_stay,person03010,HASC0300148.meta,waist
1_stay,person03010,HASC0300149.meta,chest
1_stay,person03010,HASC0300150.meta,pants-pocket
1_stay,person03011,HASC0300151.meta,hand
1_stay,person03011,HASC0300152.meta,hand
1_stay,person03011,HASC0300153.meta,hand
1_stay,person03011,HASC0300154.meta,hand
1_stay,person03011,HASC0300155.meta,hand
1_stay,person03011,HASC0300156.meta,hand
1_stay,person03011,HASC0300157.meta,hand
1_stay,person03011,HASC0300158.meta,hand
1_stay,person03011,HASC0300159.meta,pants-pocket
1_stay,person03011,HASC0300160.meta,pants-pocket
1_stay,person03011,HASC0300161.meta,pants-pocket
1_stay,person03011,HASC0300162.meta,pants-pocket
1_stay,person03011,HASC0300163.meta,pants-pocket
1_stay,person03011,HASC0300164.meta,pants-pocket
1_stay,person03011,HASC0300165.meta,pants-pocket
1_stay,person03011,HASC0300166.meta,pants-pocket
1_stay,person03011,HASC0300167.meta,bag
1_stay,person03011,HASC0300168.meta,bag
1_stay,person03011,HASC0300169.meta,bag
1_stay,person03011,HASC0300170.meta,bag
1_stay,person03011,HASC0300171.meta,bag
1_stay,person03011,HASC0300172.meta,bag
1_stay,person03011,HASC0300173.meta,bag
1_stay,person03011,HASC0300174.meta,bag
1_stay,person03012,HASC0300175.meta,hand
1_stay,person03012,HASC0300176.meta,hand
1_stay,person03012,HASC0300177.meta,hand
1_stay,person03012,HASC0300178.meta,hand
1_stay,person03012,HASC0300179.meta,hand
1_stay,person03012,HASC0300180.meta,pants-pocket
1_stay,person03012,HASC0300181.meta,pants-pocket
1_stay,person03012,HASC0300182.meta,pants-pocket
1_stay,person03012,HASC0300183.meta,pants-pocket
1_stay,person03012,HASC0300184.meta,pants-pocket
1_stay,person03012,HASC0300185.meta,bag
1_stay,person03012,HASC0300186.meta,bag
1_stay,person03012,HASC0300187.meta,bag
1_stay,person03012,HASC0300188.meta,bag
1_stay,person03012,HASC0300189.meta,bag
1_stay,person03013,HASC0300190.meta,hand
1_stay,person03013,HASC0300191.meta,hand
1_stay,person03013,HASC0300192.meta,hand
1_stay,person03013,HASC0300193.meta,hand
1_stay,person03013,HASC0300194.meta,hand
1_stay,person03013,HASC0300195.meta,pants-pocket
1_stay,person03013,HASC0300196.meta,pants-pocket
1_stay,person03013,HASC0300197.meta,pants-pocket
1_stay,person03013,HASC0300198.meta,pants-pocket
1_stay,person03013,HASC0300199.meta,pants-pocket
1_stay,person03013,HASC0300200.meta,bag
1_stay,person03013,HASC0300201.meta,bag
1_stay,person03013,HASC0300202.meta,bag
1_stay,person03013,HASC0300203.meta,bag
1_stay,person03013,HASC0300204.meta,bag
1_stay,person03014,HASC0300205.meta,hand
1_stay,person03014,HASC0300206.meta,hand
1_stay,person03014,HASC0300207.meta,hand
1_stay,person03014,HASC0300208.meta,hand
1_stay,person03014,HASC0300209.meta,hand
1_stay,person03014,HASC0300210.meta,hand
1_stay,person03014,HASC0300211.meta,hand
1_stay,person03014,HASC0300212.meta,hand
1_stay,person03014,HASC0300213.meta,pants-pocket
1_stay,person03014,HASC0300214.meta,pants-pocket
1_stay,person03014,HASC0300215.meta,pants-pocket
1_stay,person03014,HASC0300216.meta,pants-pocket
1_stay,person03014,HASC0300217.meta,pants-pocket
1_stay,person03014,HASC0300218.meta,pants-pocket
1_stay,person03014,HASC0300219.meta,pants-pocket
1_stay,person03014,HASC0300220.meta,pants-pocket
1_stay,person03014,HASC0300221.meta,bag
1_stay,person03014,HASC0300222.meta,bag
1_stay,person03014,HASC0300223.meta,bag
1_stay,person03014,HASC0300224.meta,bag
1_stay,person03014,HASC0300225.meta,bag
1_stay,person03014,HASC0300226.meta,bag
1_stay,person03014,HASC0300227.meta,bag
1_stay,person03014,HASC0300228.meta,bag
1_stay,person03015,HASC0300229.meta,hand
1_stay,person03015,HASC0300230.meta,hand
1_stay,person03015,HASC0300231.meta,hand
1_stay,person03015,HASC0300232.meta,hand
1_stay,person03015,HASC0300233.meta,hand
1_stay,person03015,HASC0300234.meta,pants-pocket
1_stay,person03015,HASC0300235.meta,pants-pocket
1_stay,person03015,HASC0300236.meta,pants-pocket
1_stay,person03015,HASC0300237.meta,pants-pocket
1_stay,person03015,HASC0300238.meta,pants-pocket
1_stay,person03015,HASC0300239.meta,bag
1_stay,person03015,HASC0300240.meta,bag
1_stay,person03015,HASC0300241.meta,bag
1_stay,person03015,HASC0300242.meta,bag
1_stay,person03015,HASC0300243.meta,bag
1_stay,person03016,HASC0300244.meta,hand
1_stay,person03016,HASC0300245.meta,hand
1_stay,person03016,HASC0300246.meta,hand
1_stay,person03016,HASC0300247.meta,hand
1_stay,person03016,HASC0300248.meta,hand
1_stay,person03016,HASC0300249.meta,pants-pocket
1_stay,person03016,HASC0300250.meta,pants-pocket
1_stay,person03016,HASC0300251.meta,pants-pocket
1_stay,person03016,HASC0300252.meta,pants-pocket
1_stay,person03016,HASC0300253.meta,pants-pocket
1_stay,person03017,HASC0300254.meta,hand
1_stay,person03017,HASC0300255.meta,hand
1_stay,person03017,HASC0300256.meta,hand
1_stay,person03017,HASC0300257.meta,hand
1_stay,person03017,HASC0300258.meta,hand
1_stay,person03017,HASC0300259.meta,pants-pocket
1_stay,person03017,HASC0300260.meta,pants-pocket
1_stay,person03017,HASC0300261.meta,pants-pocket
1_stay,person03017,HASC0300262.meta,pants-pocket
1_stay,person03017,HASC0300263.meta,pants-pocket
1_stay,person03017,HASC0300264.meta,bag
1_stay,person03017,HASC0300265.meta,bag
1_stay,person03017,HASC0300266.meta,bag
1_stay,person03017,HASC0300267.meta,bag
1_stay,person03017,HASC0300268.meta,bag
1_stay,person03018,HASC0300269.meta,hand
1_stay,person03018,HASC0300270.meta,hand
1_stay,person03018,HASC0300271.meta,hand
1_stay,person03018,HASC0300272.meta,hand
1_stay,person03018,HASC0300273.meta,hand
1_stay,person03019,HASC0300274.meta,hand
1_stay,person03019,HASC0300275.meta,hand
1_stay,person03019,HASC0300276.meta,hand
1_stay,person03019,HASC0300277.meta,hand
1_stay,person03019,HASC0300278.meta,hand
1_stay,person03019,HASC0300279.meta,hand
1_stay,person03019,HASC0300280.meta,hand
1_stay,person03019,HASC0300281.meta,hand
1_stay,person03019,HASC0300282.meta,pants-pocket
1_stay,person03019,HASC0300283.meta,pants-pocket
1_stay,person03019,HASC0300284.meta,pants-pocket
1_stay,person03019,HASC0300285.meta,pants-pocket
1_stay,person03019,HASC0300286.meta,pants-pocket
1_stay,person03019,HASC0300287.meta,pants-pocket
1_stay,person03019,HASC0300288.meta,pants-pocket
1_stay,person03019,HASC0300289.meta,pants-pocket
1_stay,person03019,HASC0300290.meta,bag
1_stay,person03019,HASC0300291.meta,bag
1_stay,person03019,HASC0300292.meta,bag
1_stay,person03019,HASC0300293.meta,bag
1_stay,person03019,HASC0300294.meta,bag
1_stay,person03019,HASC0300295.meta,bag
1_stay,person03019,HASC0300296.meta,bag
1_stay,person03019,HASC0300297.meta,bag
1_stay,person03020,HASC0300298.meta,hand
1_stay,person03020,HASC0300299.meta,hand
1_stay,person03020,HASC0300300.meta,hand
1_stay,person03020,HASC0300301.meta,hand
1_stay,person03020,HASC0300302.meta,hand
1_stay,person03020,HASC0300303.meta,pants-pocket
1_stay,person03020,HASC0300304.meta,pants-pocket
1_stay,person03020,HASC0300305.meta,pants-pocket
1_stay,person03020,HASC0300306.meta,pants-pocket
1_stay,person03020,HASC0300307.meta,pants-pocket
1_stay,person03020,HASC0300308.meta,bag
1_stay,person03020,HASC0300309.meta,bag
1_stay,person03020,HASC0300310.meta,bag
1_stay,person03020,HASC0300311.meta,bag
1_stay,person03020,HASC0300312.meta,bag
1_stay,person03021,HASC0300313.meta,hand
1_stay,person03021,HASC0300314.meta,hand
1_stay,person03021,HASC0300315.meta,hand
1_stay,person03021,HASC0300316.meta,hand
1_stay,person03021,HASC0300317.meta,hand
1_stay,person03021,HASC0300318.meta,pants-pocket
1_stay,person03021,HASC0300319.meta,pants-pocket
1_stay,person03021,HASC0300320.meta,pants-pocket
1_stay,person03021,HASC0300321.meta,pants-pocket
1_stay,person03021,HASC0300322.meta,pants-pocket
1_stay,person03021,HASC0300323.meta,bag
1_stay,person03021,HASC0300324.meta,bag
1_stay,person03021,HASC0300325.meta,bag
1_stay,person03021,HASC0300326.meta,bag
1_stay,person03021,HASC0300327.meta,bag
1_stay,person03022,HASC0300328.meta,waist
1_stay,person03022,HASC0300329.meta,waist
1_stay,person03022,HASC0300330.meta,waist
1_stay,person03022,HASC0300331.meta,waist
1_stay,person03022,HASC0300332.meta,waist
1_stay,person03023,HASC0300333.meta,waist
1_stay,person03023,HASC0300334.meta,waist
1_stay,person03023,HASC0300335.meta,waist
1_stay,person03023,HASC0300336.meta,waist
1_stay,person03023,HASC0300337.meta,waist
1_stay,person03024,HASC0300338.meta,waist
1_stay,person03024,HASC0300339.meta,waist
1_stay,person03024,HASC0300340.meta,waist
1_stay,person03024,HASC0300341.meta,waist
1_stay,person03024,HASC0300342.meta,waist
1_stay,person03025,HASC0300343.meta,waist
1_stay,person03025,HASC0300344.meta,waist
1_stay,person03025,HASC0300345.meta,waist
1_stay,person03025,HASC0300346.meta,waist
1_stay,person03025,HASC0300347.meta,waist
1_stay,person03026,HASC0300348.meta,waist
1_stay,person03026,HASC0300349.meta,waist
1_stay,person03026,HASC0300350.meta,waist
1_stay,person03026,HASC0300351.meta,waist
1_stay,person03026,HASC0300352.meta,waist
1_stay,person03055,HASC0300514.meta,pants-pocket
1_stay,person03055,HASC0300515.meta,pants-pocket
1_stay,person03055,HASC0300516.meta,pants-pocket
1_stay,person03055,HASC0300518.meta,pants-pocket
1_stay,person03056,HASC0300519.meta,pants-pocket
1_stay,person03056,HASC0300520.meta,pants-pocket
1_stay,person03056,HASC0300521.meta,pants-pocket
1_stay,person03056,HASC0300522.meta,pants-pocket
1_stay,person03056,HASC0300523.meta,pants-pocket
1_stay,person03057,HASC0300524.meta,pants-pocket
1_stay,person03057,HASC0300525.meta,pants-pocket
1_stay,person03057,HASC0300526.meta,pants-pocket
1_stay,person03057,HASC0300527.meta,pants-pocket
1_stay,person03057,HASC0300528.meta,pants-pocket
1_stay,person03058,HASC0300529.meta,pants-pocket
1_stay,person03058,HASC0300530.meta,pants-pocket
1_stay,person03058,HASC0300531.meta,pants-pocket
1_stay,person03058,HASC0300532.meta,pants-pocket
1_stay,person03058,HASC0300533.meta,pants-pocket
1_stay,person03059,HASC0300534.meta,pants-pocket
1_stay,person03059,HASC0300535.meta,pants-pocket
1_stay,person03059,HASC0300536.meta,pants-pocket
1_stay,person03059,HASC0300537.meta,pants-pocket
1_stay,person03059,HASC0300538.meta,pants-pocket
1_stay,person03061,HASC0300545.meta,hand
1_stay,person03061,HASC0300548.meta,waist
1_stay,person03062,HASC0300550.meta,hand
1_stay,person03062,HASC0300553.meta,waist
1_stay,person03063,HASC0300555.meta,hand
1_stay,person03063,HASC0300558.meta,waist
1_stay,person03064,HASC0300560.meta,hand
1_stay,person03064,HASC0300563.meta,waist
1_stay,person03065,HASC0300565.meta,hand
1_stay,person03065,HASC0300568.meta,waist
1_stay,person03071,HASC0300594.meta,chest
1_stay,person03071,HASC0300595.meta,chest
1_stay,person03071,HASC0300596.meta,chest
1_stay,person03071,HASC0300597.meta,chest
